5.000000000000000000e-01 2.000000000000000000e+00 0.000000000000000000e+00
6.928571428571428381e-01 1.999843750000000142e+00 5.423034934718955636e-04
8.857142857142856762e-01 1.999156249999999968e+00 2.948212336218901213e-03
1.078571428571428736e+00 1.994624999999999870e+00 1.850238810045867072e-02
1.271428571428571352e+00 1.982765625000000087e+00 6.579762554585462386e-02
1.464285714285714413e+00 1.958539062499999872e+00 1.603143081332027431e-01
1.657142857142857251e+00 1.912171874999999854e+00 3.647873225982317114e-01
1.850000000000000089e+00 1.836617187499999915e+00 7.399989424126395265e-01
2.042857142857142705e+00 1.712648437499999954e+00 1.506223901473809024e+00
2.235714285714285765e+00 1.489828125000000059e+00 2.812874590611343262e+00
2.428571428571428825e+00 1.216976562499999748e+00 3.183429209879916844e+00
2.621428571428571441e+00 1.020625000000000115e+00 2.384976733078603583e+00
2.814285714285714501e+00 9.060937500000001421e-01 1.851637691048030554e+00
3.007142857142857117e+00 8.137421875000001581e-01 1.553022482259827752e+00
3.200000000000000178e+00 7.489140625000001439e-01 1.486208822325327583e+00
